B,S,p,nu,Q,aQB,mAQ,term
800,40,71,1,71,19783,776,81020.756423
800,40,73,1,73,19275,754,79463.599310
800,40,79,1,79,17870,691,75062.744658
800,40,83,1,83,17040,655,72402.703359
800,40,89,1,89,15955,600,68923.011457
800,40,97,1,97,14696,544,64741.309768
800,40,101,1,101,14152,519,62917.938006
800,40,103,1,103,13880,496,62031.212778
800,40,107,1,107,13439,513,60400.985514
800,40,109,1,109,13157,474,59500.365190
800,40,113,1,113,12737,449,58090.141516
800,40,127,1,127,11410,398,53344.188196
800,40,131,1,131,11098,374,52281.616094
800,40,137,1,137,10630,338,50636.443689
800,40,139,1,139,10474,326,50075.041473
800,40,149,1,149,9835,317,47627.560940
800,40,151,1,151,9725,320,47187.516865
800,40,157,1,157,9385,295,45961.274371
800,40,163,1,163,9065,275,44774.064265
800,40,167,1,167,8845,245,44014.746787
800,40,173,1,173,8645,280,43107.284188
800,40,179,1,179,8354,264,41965.951169
800,40,181,1,181,8228,237,41541.189777
800,40,191,1,191,7868,236,40085.350803
800,40,193,1,193,7796,228,39828.039350
800,40,197,1,197,7628,231,39079.857981
800,40,199,1,199,7572,240,38810.510975
800,40,211,1,211,7148,160,37398.784637
800,40,223,1,223,6900,200,36228.050869
800,40,227,1,227,6788,200,35739.570715
800,40,229,1,229,6727,196,35487.638405
800,40,233,1,233,6565,157,34930.254410
800,40,239,1,239,6439,160,34386.714643
800,40,241,1,241,6397,160,34208.678474
800,40,251,1,251,6187,160,33301.904864
800,40,257,1,257,6007,149,32506.487705
800,40,263,1,263,5913,160,32056.602147
800,40,269,1,269,5809,139,31722.013522
800,40,271,1,271,5767,121,31629.562863
800,40,277,1,277,5641,89,31224.545194
800,40,281,1,281,5557,80,30881.268524
800,40,283,1,283,5515,80,30683.003889
800,40,293,1,293,5399,88,30167.396726
800,40,307,1,307,5253,120,29395.909488
800,40,311,1,311,5193,120,29117.969443
800,40,313,1,313,5163,120,28978.102690
800,40,317,1,317,5103,120,28696.607539
800,40,331,1,331,4862,80,27745.730071
800,40,337,1,337,4802,80,27482.431597
800,40,347,1,347,4702,80,27035.579133
800,40,349,1,349,4682,80,26945.040986
800,40,353,1,353,4642,80,26762.827276
800,40,359,1,359,4582,80,26486.717393
800,40,367,1,367,4486,80,26019.024303
800,40,373,1,373,4372,80,25415.414577
800,40,379,1,379,4298,80,25044.527713
800,40,383,1,383,4274,80,24946.058745
800,40,389,1,389,4238,80,24796.562911
800,40,397,1,397,4190,80,24593.978114
800,40,401,1,401,4162,74,24503.314315
800,40,409,1,409,4082,26,24391.628673
800,40,419,1,419,3982,2,24030.726261
800,40,421,1,421,3962,0,23940.911287
800,40,431,1,431,3862,0,23427.309444
800,40,433,1,433,3842,0,23323.774351
800,40,439,1,439,3782,0,23011.576780
800,40,443,1,443,3742,0,22802.138080
800,40,449,1,449,3734,0,22803.623463
800,40,457,1,457,3742,0,22918.565249
800,40,461,1,461,3746,10,22914.375089
800,40,463,1,463,3748,17,22899.859639
800,40,467,1,467,3752,31,22870.491168
800,40,479,1,479,3698,40,22576.080785
800,40,487,1,487,3650,40,22339.633484
800,40,491,1,491,3626,40,22220.448642
800,40,499,1,499,3578,40,21980.200367
800,40,503,1,503,3554,40,21859.153858
800,40,509,1,509,3518,40,21676.454202
800,40,521,1,521,3446,40,21307.084642
800,40,523,1,523,3434,40,21245.019489
800,40,541,1,541,3281,6,20610.948138
800,40,547,1,547,3245,-2,20470.545261
800,40,557,1,557,3215,0,20327.047246
800,40,563,1,563,3197,0,20247.494971
800,40,569,1,569,3179,0,20167.195900
800,40,571,1,571,3173,0,20140.265962
800,40,577,1,577,3155,0,20058.992351
800,40,587,1,587,3125,0,19921.952562
800,40,593,1,593,3107,0,19838.798998
800,40,599,1,599,3089,0,19754.963077
800,40,601,1,601,3083,0,19726.868183
800,40,607,1,607,3065,0,19642.140745
800,40,613,1,613,3047,0,19556.757960
800,40,617,1,617,3035,0,19499.477488
800,40,619,1,619,3029,0,19470.730871
800,40,631,1,631,2993,0,19296.786447
800,40,641,1,641,2963,0,19149.956281
800,40,643,1,643,2957,0,19120.389950
800,40,647,1,647,2945,0,19061.059837
800,40,653,1,653,2927,0,18971.576257
800,40,659,1,659,2901,0,18829.588974
800,40,661,1,661,2885,0,18734.479828
800,40,673,1,673,2789,0,18161.257724
800,40,677,1,677,2757,0,17969.219699
800,40,683,1,683,2709,0,17680.274575
800,40,691,1,691,2645,0,17293.379834
800,40,701,1,701,2585,0,16938.232888
800,40,709,1,709,2577,0,16915.055692
800,40,719,1,719,2567,0,16885.370105
800,40,727,1,727,2559,0,16861.062856
800,40,733,1,733,2553,0,16842.512977
800,40,739,1,739,2547,0,16823.693805
800,40,743,1,743,2543,0,16811.000042
800,40,751,1,751,2535,0,16785.263327
800,40,757,1,757,2529,0,16765.659668
800,40,761,1,761,2525,0,16752.449229
800,40,769,1,769,2517,0,16725.693970
800,40,773,1,773,2513,0,16712.151249
800,40,787,1,787,2499,0,16663.902393
800,40,797,1,797,2489,0,16628.647296
800,40,809,1,809,2459,-27,16645.756108
800,40,811,1,811,2453,-33,16651.894383
800,40,821,1,821,2423,-61,16668.939404
800,40,823,1,823,2417,-63,16648.131378
800,40,827,1,827,2405,-67,16606.413206
800,40,829,1,829,2399,-69,16585.503343
800,40,839,1,839,2369,-79,16480.451809
800,40,853,1,853,2327,-80,16244.264231
800,40,857,1,857,2315,-80,16174.483815
800,40,859,1,859,2309,-80,16139.531955
800,40,863,1,863,2297,-80,16069.505721
800,40,877,1,877,2255,-80,15823.143827
800,40,881,1,881,2243,-80,15752.396865
800,40,883,1,883,2237,-80,15716.964490
800,40,887,1,887,2225,-80,15645.982684
800,40,907,1,907,2165,-80,15288.769801
800,40,911,1,911,2153,-80,15216.874290
800,40,919,1,919,2129,-80,15072.639044
800,40,929,1,929,2099,-80,14891.522942
800,40,937,1,937,2075,-80,14745.982473
800,40,941,1,941,2063,-80,14672.999148
800,40,947,1,947,2045,-80,14563.260573
800,40,953,1,953,2027,-80,14453.208602
800,40,967,1,967,1985,-80,14195.219893
800,40,971,1,971,1973,-80,14121.204239
800,40,977,1,977,1955,-80,14009.930337
800,40,983,1,983,1965,-80,14091.295651
800,40,991,1,991,1981,-80,14218.250655
800,40,997,1,997,1993,-80,14313.548346
800,40,1009,1,1009,2017,-80,14504.351398
800,40,1013,1,1013,2025,-80,14568.013516
800,40,1019,1,1019,2037,-80,14663.563579
800,40,1021,1,1021,2041,-80,14695.428712
800,40,1031,1,1031,2061,-80,14854.867080
800,40,1033,1,1033,2065,-80,14886.777196
800,40,1039,1,1039,2077,-80,14982.552179
800,40,1049,1,1049,2097,-80,15142.325108
800,40,1051,1,1051,2101,-80,15174.301766
800,40,1061,1,1061,2121,-80,15334.294672
800,40,1063,1,1063,2125,-80,15366.315084
800,40,1069,1,1069,2137,-80,15462.419746
800,40,1087,1,1087,2173,-53,15562.359751
800,40,1091,1,1091,2181,-47,15584.525768
800,40,1093,1,1093,2185,-44,15595.603037
800,40,1097,1,1097,2189,-40,15603.745512
800,40,1103,1,1103,2183,-40,15573.868990
800,40,1109,1,1109,2177,-40,15543.861410
800,40,1117,1,1117,2169,-40,15503.649574
800,40,1123,1,1123,2163,-40,15473.340977
800,40,1129,1,1129,2157,-40,15442.905378
800,40,1151,1,1151,2135,-40,15330.240439
800,40,1153,1,1153,2133,-40,15319.916237
800,40,1163,1,1163,2123,-40,15268.093884
800,40,1171,1,1171,2115,-40,15226.396799
800,40,1181,1,1181,2105,-40,15173.980571
800,40,1187,1,1187,2099,-40,15142.375420
800,40,1193,1,1193,2093,-40,15110.654958
800,40,1201,1,1201,2085,-40,15068.183372
800,40,1213,1,1213,2073,-40,15004.100084
800,40,1217,1,1217,2069,-40,14982.639892
800,40,1223,1,1223,2063,-40,14950.357671
800,40,1229,1,1229,2057,-40,14917.965962
800,40,1231,1,1231,2055,-40,14907.144554
800,40,1237,1,1237,2049,-40,14874.608294
800,40,1249,1,1249,2037,-40,14809.214606
800,40,1259,1,1259,2027,-40,14754.396961
800,40,1277,1,1277,2009,-40,14654.998886
800,40,1279,1,1279,2007,-40,14643.897792
800,40,1283,1,1283,2003,-40,14621.661853
800,40,1289,1,1289,1997,-40,14588.224020
800,40,1291,1,1291,1995,-40,14577.055815
800,40,1297,1,1297,1989,-40,14543.484835
800,40,1301,1,1301,1985,-40,14521.049169
800,40,1303,1,1303,1983,-40,14509.814920
800,40,1307,1,1307,1979,-40,14487.313732
800,40,1319,1,1319,1967,-40,14419.550710
800,40,1321,1,1321,1965,-40,14408.219331
800,40,1327,1,1327,1959,-40,14374.161393
800,40,1361,1,1361,1925,-40,14179.390880
800,40,1367,1,1367,1919,-40,14144.712346
800,40,1373,1,1373,1913,-40,14109.943401
800,40,1381,1,1381,1905,-40,14063.445333
800,40,1399,1,1399,1887,-40,13958.249502
800,40,1409,1,1409,1877,-40,13899.468276
800,40,1423,1,1423,1863,-40,13816.774504
800,40,1427,1,1427,1859,-40,13793.062944
800,40,1429,1,1429,1857,-40,13781.193148
800,40,1433,1,1433,1853,-40,13757.425635
800,40,1439,1,1439,1847,-40,13721.704895
800,40,1447,1,1447,1839,-40,13673.948478
800,40,1451,1,1451,1835,-40,13650.015474
800,40,1453,1,1453,1833,-40,13638.035348
800,40,1459,1,1459,1827,-40,13602.040726
800,40,1471,1,1471,1815,-40,13529.809272
800,40,1481,1,1481,1805,-40,13469.372342
800,40,1483,1,1483,1803,-40,13457.258577
800,40,1487,1,1487,1799,-40,13433.004826
800,40,1489,1,1489,1797,-40,13420.864880
800,40,1493,1,1493,1793,-40,13396.558948
800,40,1499,1,1499,1787,-40,13360.035241
800,40,1511,1,1511,1775,-40,13286.756437
800,40,1523,1,1523,1763,-40,13213.172547
800,40,1531,1,1531,1755,-40,13163.949130
800,40,1543,1,1543,1743,-40,13089.865709
800,40,1549,1,1549,1737,-40,13052.713321
800,40,1553,1,1553,1733,-40,13027.904398
800,40,1559,1,1559,1727,-40,12990.630369
800,40,1567,1,1567,1719,-40,12940.819188
800,40,1571,1,1571,1715,-40,12915.865705
800,40,1579,1,1579,1707,-40,12865.863634
800,40,1583,1,1583,1703,-40,12840.815315
800,40,1597,1,1597,1689,-40,12752.900234
800,40,1601,1,1601,1684,-41,12727.711905
800,40,1607,1,1607,1666,-50,12667.725412
800,40,1609,1,1609,1660,-53,12647.709636
800,40,1613,1,1613,1648,-59,12607.647790
800,40,1619,1,1619,1630,-68,12547.479593
800,40,1621,1,1621,1624,-71,12527.403494
800,40,1627,1,1627,1606,-80,12467.115379
800,40,1637,1,1637,1600,-83,12455.244432
800,40,1657,1,1657,1600,-80,12453.443549
800,40,1663,1,1663,1600,-80,12459.515845
800,40,1667,1,1667,1600,-80,12463.551883
800,40,1669,1,1669,1600,-80,12465.566272
800,40,1693,1,1693,1600,-80,12489.552402
800,40,1697,1,1697,1600,-80,12493.517006
800,40,1699,1,1699,1600,-80,12495.495804
800,40,1709,1,1709,1600,-80,12505.354988
800,40,1721,1,1721,1600,-80,12517.110138
800,40,1723,1,1723,1600,-80,12519.061357
800,40,1733,1,1733,1600,-80,12528.783607
800,40,1741,1,1741,1600,-80,12536.521099
800,40,1747,1,1747,1600,-80,12542.300921
800,40,1753,1,1753,1600,-80,12548.060927
800,40,1759,1,1759,1600,-80,12553.801251
800,40,1777,1,1777,1600,-80,12570.905471
800,40,1783,1,1783,1600,-80,12576.568398
800,40,1787,1,1787,1600,-80,12580.333105
800,40,1789,1,1789,1600,-80,12582.212300
800,40,1801,1,1801,1600,-80,12593.443540
800,40,1811,1,1811,1600,-80,12602.745889
800,40,1823,1,1823,1600,-80,12613.841141
800,40,1831,1,1831,1600,-80,12621.197475
800,40,1847,1,1847,1600,-80,12635.814207
800,40,1861,1,1861,1600,-80,12648.500351
800,40,1867,1,1867,1600,-80,12653.908081
800,40,1871,1,1871,1600,-80,12657.503588
800,40,1873,1,1873,1600,-80,12659.298460
800,40,1877,1,1877,1600,-80,12662.882461
800,40,1879,1,1879,1600,-80,12664.671599
800,40,1889,1,1889,1600,-80,12673.588817
800,40,1901,1,1901,1600,-80,12684.227375
800,40,1907,1,1907,1600,-80,12689.521497
800,40,1913,1,1913,1600,-80,12694.798989
800,40,1931,1,1931,1600,-80,12710.532714
800,40,1933,1,1933,1600,-80,12712.271845
800,40,1949,1,1949,1600,-80,12726.120455
800,40,1951,1,1951,1600,-80,12727.843532
800,40,1973,1,1973,1600,-80,12746.681650
800,40,1979,1,1979,1600,-80,12751.782869
800,40,1987,1,1987,1600,-80,12758.560487
800,40,1993,1,1993,1600,-80,12763.625818
800,40,1997,1,1997,1600,-80,12766.994240
800,40,1999,1,1999,1600,-80,12768.675922
800,40,2003,1,2003,1600,-80,12772.034244
800,40,2011,1,2011,1600,-80,12778.730815
800,40,2017,1,2017,1600,-80,12783.735784
800,40,2027,1,2027,1600,-80,12792.044406
800,40,2029,1,2029,1600,-80,12793.701211
800,40,2039,1,2039,1600,-80,12801.960815
800,40,2053,1,2053,1600,-80,12813.456461
800,40,2063,1,2063,1600,-80,12821.619742
800,40,2069,1,2069,1600,-80,12826.498739
800,40,2081,1,2081,1600,-80,12836.214428
800,40,2083,1,2083,1600,-80,12837.828261
800,40,2087,1,2087,1600,-80,12841.051284
800,40,2089,1,2089,1600,-80,12842.660479
800,40,2099,1,2099,1600,-80,12850.683417
800,40,2111,1,2111,1600,-80,12860.260640
800,40,2113,1,2113,1600,-80,12861.851550
800,40,2129,1,2129,1600,-80,12874.524877
800,40,2131,1,2131,1600,-80,12876.102342
800,40,2137,1,2137,1600,-80,12880.825869
800,40,2141,1,2141,1600,-80,12883.967525
800,40,2143,1,2143,1600,-80,12885.536152
800,40,2153,1,2153,1600,-80,12893.357396
800,40,2161,1,2161,1600,-80,12899.588279
800,40,2179,1,2179,1600,-80,12913.523843
800,40,2203,1,2203,1600,-80,12931.926583
800,40,2207,1,2207,1600,-80,12934.974203
800,40,2213,1,2213,1600,-80,12939.535291
800,40,2221,1,2221,1600,-80,12945.597544
800,40,2237,1,2237,1600,-80,12957.656815
800,40,2239,1,2239,1600,-80,12959.158156
800,40,2243,1,2243,1600,-80,12962.156818
800,40,2251,1,2251,1600,-80,12968.138133
800,40,2267,1,2267,1600,-80,12980.037253
800,40,2269,1,2269,1600,-80,12981.518734
800,40,2273,1,2273,1600,-80,12984.477784
800,40,2281,1,2281,1600,-80,12990.380293
800,40,2287,1,2287,1600,-80,12994.793606
800,40,2293,1,2293,1600,-80,12999.195355
800,40,2297,1,2297,1600,-80,13002.123461
800,40,2309,1,2309,1600,-80,13010.877280
800,40,2311,1,2311,1600,-80,13012.331825
800,40,2333,1,2333,1600,-80,13028.249257
800,40,2339,1,2339,1600,-80,13032.564328
800,40,2341,1,2341,1600,-80,13034.000225
800,40,2347,1,2347,1600,-80,13038.300569
800,40,2351,1,2351,1600,-80,13041.161362
800,40,2357,1,2357,1600,-80,13045.443437
800,40,2371,1,2371,1600,-80,13055.392705
800,40,2377,1,2377,1600,-80,13059.638705
800,40,2381,1,2381,1600,-80,13062.463422
800,40,2383,1,2383,1600,-80,13063.874002
800,40,2389,1,2389,1600,-80,13068.098648
800,40,2393,1,2393,1600,-80,13070.909188
800,40,2399,1,2399,1600,-80,13075.116202
800,40,2411,1,2411,1600,-80,13083.498755
800,40,2417,1,2417,1600,-80,13087.674400
800,40,2423,1,2423,1600,-80,13091.839691
800,40,2437,1,2437,1600,-80,13101.518730
800,40,2441,1,2441,1600,-80,13104.273958
800,40,2447,1,2447,1600,-80,13108.398347
800,40,2459,1,2459,1600,-80,13116.616871
800,40,2467,1,2467,1600,-80,13122.073636
800,40,2473,1,2473,1600,-80,13126.154609
800,40,2477,1,2477,1600,-80,13128.869762
800,40,2503,1,2503,1600,-80,13146.412090
800,40,2521,1,2521,1600,-80,13158.450358
800,40,2531,1,2531,1600,-80,13165.101198
800,40,2539,1,2539,1600,-80,13170.402977
800,40,2543,1,2543,1600,-80,13173.047606
800,40,2549,1,2549,1600,-80,13177.006759
800,40,2551,1,2551,1600,-80,13178.324406
800,40,2557,1,2557,1600,-80,13182.271158
800,40,2579,1,2579,1600,-80,13196.663770
800,40,2591,1,2591,1600,-80,13204.462623
800,40,2593,1,2593,1600,-80,13205.758920
800,40,2609,1,2609,1600,-80,13216.093439
800,40,2617,1,2617,1600,-80,13221.236956
800,40,2621,1,2621,1600,-80,13223.802822
800,40,2633,1,2633,1600,-80,13231.476988
800,40,2647,1,2647,1600,-80,13240.386100
800,40,2657,1,2657,1600,-80,13246.720949
800,40,2659,1,2659,1600,-80,13247.985057
800,40,2663,1,2663,1600,-80,13250.510424
800,40,2671,1,2671,1600,-80,13255.549798
800,40,2677,1,2677,1600,-80,13259.319433
800,40,2683,1,2683,1600,-80,13263.080629
800,40,2687,1,2687,1600,-80,13265.583422
800,40,2689,1,2689,1600,-80,13266.833423
800,40,2693,1,2693,1600,-80,13269.330636
800,40,2699,1,2699,1600,-80,13273.069510
800,40,2707,1,2707,1600,-80,13278.041767
800,40,2711,1,2711,1600,-80,13280.522387
800,40,2713,1,2713,1600,-80,13281.761325
800,40,2719,1,2719,1600,-80,13285.472667
800,40,2729,1,2729,1600,-80,13291.640075
800,40,2731,1,2731,1600,-80,13292.870844
800,40,2741,1,2741,1600,-80,13299.011202
800,40,2749,1,2749,1600,-80,13303.907380
800,40,2753,1,2753,1600,-80,13306.350129
800,40,2767,1,2767,1600,-80,13314.871886
800,40,2777,1,2777,1600,-80,13320.932499
800,40,2789,1,2789,1600,-80,13328.176491
800,40,2791,1,2791,1600,-80,13329.380792
800,40,2797,1,2797,1600,-80,13332.988525
800,40,2801,1,2801,1600,-80,13335.389382
800,40,2803,1,2803,1600,-80,13336.588526
800,40,2819,1,2819,1600,-80,13346.150985
800,40,2833,1,2833,1600,-80,13354.473720
800,40,2837,1,2837,1600,-80,13356.844090
800,40,2843,1,2843,1600,-80,13360.393388
800,40,2851,1,2851,1600,-80,13365.114149
800,40,2857,1,2857,1600,-80,13368.646036
800,40,2861,1,2861,1600,-80,13370.996508
800,40,2879,1,2879,1600,-80,13381.533128
800,40,2887,1,2887,1600,-80,13386.194942
800,40,2897,1,2897,1600,-80,13392.004076
800,40,2903,1,2903,1600,-80,13395.479940
800,40,2909,1,2909,1600,-80,13398.948626
800,40,2917,1,2917,1600,-80,13403.562429
800,40,2927,1,2927,1600,-80,13409.311922
800,40,2939,1,2939,1600,-80,13416.185440
800,40,2953,1,2953,1600,-80,13424.169161
800,40,2957,1,2957,1600,-80,13426.443273
800,40,2963,1,2963,1600,-80,13429.848680
800,40,2969,1,2969,1600,-80,13433.247198
800,40,2971,1,2971,1600,-80,13434.378511
800,40,2999,1,2999,1600,-80,13450.137420
800,40,3001,1,3001,1600,-80,13451.257420
800,40,3011,1,3011,1600,-80,13456.846248
800,40,3019,1,3019,1600,-80,13461.303962
800,40,3023,1,3023,1600,-80,13463.528391
800,40,3037,1,3037,1600,-80,13471.290781
800,40,3041,1,3041,1600,-80,13473.502035
800,40,3049,1,3049,1600,-80,13477.915831
800,40,3061,1,3061,1600,-80,13484.514857
800,40,3067,1,3067,1600,-80,13487.804676
800,40,3079,1,3079,1600,-80,13494.365049
800,40,3083,1,3083,1600,-80,13496.546159
800,40,3089,1,3089,1600,-80,13499.812524
800,40,3109,1,3109,1600,-80,13510.654769
800,40,3119,1,3119,1600,-80,13516.049764
800,40,3121,1,3121,1600,-80,13517.126687
800,40,3137,1,3137,1600,-80,13525.717310
800,40,3163,1,3163,1600,-80,13539.584055
800,40,3167,1,3167,1600,-80,13541.707278
800,40,3169,1,3169,1600,-80,13542.767884
800,40,3181,1,3181,1600,-80,13549.117498
800,40,3187,1,3187,1600,-80,13552.283328
800,40,3191,1,3191,1600,-80,13554.390572
800,40,3203,1,3203,1600,-80,13560.696491
800,40,3209,1,3209,1600,-78,13547.693168
800,40,3217,1,3217,1600,-70,13487.261560
800,40,3221,1,3221,1600,-66,13457.026951
800,40,3229,1,3229,1600,-58,13396.520244
800,40,3251,1,3251,1600,-36,13229.870518
800,40,3253,1,3253,1600,-34,13214.702002
800,40,3257,1,3257,1600,-30,13184.355743
800,40,3259,1,3259,1600,-28,13169.178005
800,40,3271,1,3271,1600,-16,13078.047261
800,40,3299,1,3299,1588,0,12864.982978
800,40,3301,1,3301,1586,0,12849.741441
800,40,3307,1,3307,1580,0,12803.998807
800,40,3313,1,3313,1574,0,12758.229199
800,40,3319,1,3319,1568,0,12712.432697
800,40,3323,1,3323,1564,0,12681.886792
800,40,3329,1,3329,1558,0,12636.045636
800,40,3331,1,3331,1556,0,12620.759316
800,40,3343,1,3343,1544,0,12528.979281
800,40,3347,1,3347,1540,0,12498.362340
800,40,3359,1,3359,1528,0,12406.441045
800,40,3361,1,3361,1526,0,12391.110581
800,40,3371,1,3371,1516,0,12314.414508
800,40,3373,1,3373,1514,0,12299.066562
800,40,3389,1,3389,1498,0,12176.178677
800,40,3391,1,3391,1496,0,12160.804693
800,40,3407,1,3407,1480,0,12037.709378
800,40,3413,1,3413,1474,0,11991.501403
800,40,3433,1,3433,1454,0,11837.289960
800,40,3449,1,3449,1438,0,11713.717363
800,40,3457,1,3457,1430,0,11651.863709
800,40,3461,1,3461,1426,0,11620.920115
800,40,3463,1,3463,1424,0,11605.444135
800,40,3467,1,3467,1420,0,11574.483823
800,40,3469,1,3469,1418,0,11558.999495
800,40,3491,1,3491,1396,0,11388.489136
800,40,3499,1,3499,1388,0,11326.402699
800,40,3511,1,3511,1376,0,11233.190898
800,40,3517,1,3517,1370,0,11186.548176
800,40,3527,1,3527,1360,0,11108.755985
800,40,3529,1,3529,1358,0,11093.189421
800,40,3533,1,3533,1354,0,11062.048185
800,40,3539,1,3539,1348,0,11015.316100
800,40,3541,1,3541,1346,0,10999.733353
800,40,3547,1,3547,1340,0,10952.968989
800,40,3557,1,3557,1330,0,10874.974787
800,40,3559,1,3559,1328,0,10859.367928
800,40,3571,1,3571,1316,0,10765.670847
800,40,3581,1,3581,1306,0,10687.516965
800,40,3583,1,3583,1304,0,10671.878255
800,40,3593,1,3593,1294,0,10593.645167
800,40,3607,1,3607,1280,0,10484.008552
800,40,3613,1,3613,1274,0,10436.982213
800,40,3617,1,3617,1270,0,10405.618295
800,40,3623,1,3623,1264,0,10358.552921
800,40,3631,1,3631,1256,0,10295.762794
800,40,3637,1,3637,1250,0,10248.643056
800,40,3643,1,3643,1244,0,10201.500119
800,40,3659,1,3659,1228,0,10075.672663
800,40,3671,1,3671,1216,0,9981.194770
800,40,3673,1,3673,1214,0,9965.439552
800,40,3677,1,3677,1210,0,9933.921502
800,40,3691,1,3691,1196,0,9823.528633
800,40,3697,1,3697,1190,0,9776.179581
800,40,3701,1,3701,1186,0,9744.600982
800,40,3709,1,3709,1178,0,9681.413706
800,40,3719,1,3719,1168,0,9602.373390
800,40,3727,1,3727,1160,0,9539.096323
800,40,3733,1,3733,1154,0,9491.612471
800,40,3739,1,3739,1148,0,9444.106349
800,40,3761,1,3761,1126,0,9269.727618
800,40,3767,1,3767,1120,0,9222.118313
800,40,3769,1,3769,1118,0,9206.243662
800,40,3779,1,3779,1108,0,9126.833891
800,40,3793,1,3793,1094,0,9015.558321
800,40,3797,1,3797,1090,0,8983.743551
800,40,3803,1,3803,1084,0,8936.003331
800,40,3821,1,3821,1066,0,8792.653099
800,40,3823,1,3823,1064,0,8776.713341
800,40,3833,1,3833,1054,0,8696.978831
800,40,3847,1,3847,1040,0,8585.250859
800,40,3851,1,3851,1036,0,8553.307307
800,40,3853,1,3853,1034,0,8537.331994
800,40,3863,1,3863,1024,0,8457.420147
800,40,3877,1,3877,1010,0,8345.445107
800,40,3881,1,3881,1006,0,8313.431220
800,40,3889,1,3889,998,0,8249.375519
800,40,3907,1,3907,980,0,8105.114593
800,40,3911,1,3911,976,0,8073.031214
800,40,3917,1,3917,970,0,8024.888894
800,40,3919,1,3919,968,0,8008.836861
800,40,3923,1,3923,964,0,7976.725916
800,40,3929,1,3929,958,0,7928.542330
800,40,3931,1,3931,956,0,7912.476564
800,40,3943,1,3943,944,0,7816.034094
800,40,3947,1,3947,940,0,7783.868411
800,40,3967,1,3967,920,0,7622.904187
800,40,3989,1,3989,898,0,7445.583675
800,40,4001,1,4001,886,0,7348.749453
800,40,4003,1,4003,884,0,7332.602633
800,40,4007,1,4007,880,0,7300.302337
800,40,4013,1,4013,874,0,7251.835280
800,40,4019,1,4019,868,0,7203.348326
800,40,4021,1,4021,866,0,7187.181595
800,40,4027,1,4027,860,0,7138.668186
800,40,4049,1,4049,838,0,6960.616731
800,40,4051,1,4051,836,0,6944.417120
800,40,4057,1,4057,830,0,6895.805222
800,40,4073,1,4073,814,0,6766.077978
800,40,4079,1,4079,808,0,6717.394569
800,40,4091,1,4091,796,0,6619.969595
800,40,4093,1,4093,794,0,6603.724580
800,40,4099,1,4099,788,0,6554.976677
800,40,4111,1,4111,776,0,6457.423151
800,40,4127,1,4127,760,0,6327.232583
800,40,4129,1,4129,758,0,6310.949219
800,40,4133,1,4133,754,0,6278.376146
800,40,4139,1,4139,748,0,6229.500700
800,40,4153,1,4153,734,0,6115.384303
800,40,4157,1,4157,730,0,6082.760726
800,40,4159,1,4159,728,0,6066.445796
800,40,4177,1,4177,710,0,5919.517481
800,40,4201,1,4201,686,0,5723.351420
800,40,4211,1,4211,676,0,5641.527869
800,40,4217,1,4217,670,0,5592.409100
800,40,4219,1,4219,668,0,5576.032079
800,40,4229,1,4229,658,0,5494.116311
800,40,4231,1,4231,656,0,5477.727035
800,40,4241,1,4241,646,0,5395.750123
800,40,4243,1,4243,644,0,5379.348644
800,40,4253,1,4253,634,0,5297.310854
800,40,4259,1,4259,628,0,5248.063913
800,40,4261,1,4261,626,0,5231.644230
800,40,4271,1,4271,616,0,5149.515615
800,40,4273,1,4273,614,0,5133.083861
800,40,4283,1,4283,604,0,5050.895022
800,40,4289,1,4289,598,0,5001.557713
800,40,4297,1,4297,590,0,4935.746706
800,40,4327,1,4327,560,0,4688.672655
800,40,4337,1,4337,550,0,4606.215979
800,40,4339,1,4339,548,0,4589.718754
800,40,4349,1,4349,538,0,4507.203252
800,40,4357,1,4357,530,0,4441.155684
800,40,4363,1,4363,524,0,4391.599551
800,40,4373,1,4373,514,0,4308.967139
800,40,4391,1,4391,496,0,4160.106886
800,40,4397,1,4397,490,0,4110.452107
800,40,4409,1,4409,478,0,4011.090723
800,40,4421,1,4421,466,0,3911.660476
800,40,4423,1,4423,464,0,3895.082094
800,40,4441,1,4441,446,0,3745.791145
800,40,4447,1,4447,440,0,3695.993396
800,40,4451,1,4451,436,0,3662.785454
800,40,4457,1,4457,430,0,3612.959404
800,40,4463,1,4463,424,0,3563.116421
800,40,4481,1,4481,406,0,3413.486215
800,40,4483,1,4483,404,0,3396.851289
800,40,4493,1,4493,394,0,3313.648708
800,40,4507,1,4507,380,0,3197.087069
800,40,4513,1,4513,374,0,3147.104308
800,40,4517,1,4517,370,0,3113.773234
800,40,4519,1,4519,368,0,3097.104931
800,40,4523,1,4523,364,0,3063.762800
800,40,4547,1,4547,340,0,2863.555804
800,40,4549,1,4549,338,0,2846.859995
800,40,4561,1,4561,326,0,2746.646880
800,40,4567,1,4567,320,0,2696.515780
800,40,4583,1,4583,304,0,2562.753162
800,40,4591,1,4591,296,0,2495.828531
800,40,4597,1,4597,290,0,2445.616167
800,40,4603,1,4603,284,0,2395.387646
800,40,4621,1,4621,266,0,2244.605465
800,40,4637,1,4637,250,0,2110.455721
800,40,4639,1,4639,248,0,2093.679018
800,40,4643,1,4643,244,0,2060.120301
800,40,4649,1,4649,238,0,2009.768966
800,40,4651,1,4651,236,0,1992.981657
